Identifier,N_kw = 5,N_kw = 10,N_kw = 15
9627,1846,#N/A,#N/A
9630,#N/A,2327,#N/A
9633,1144,#N/A,#N/A
9634,1098,#N/A,1568
9648,4443,#N/A,#N/A
9650,3513,#N/A,#N/A
9651,1320,1262,#N/A
9657,#N/A,#N/A,#N/A
9659,2334,#N/A,#N/A
9667,#N/A,#N/A,#N/A
9668,1642,#N/A,#N/A
9679,2989,#N/A,#N/A
9688,#N/A,3308,723
9692,3594,#N/A,#N/A
9693,#N/A,#N/A,#N/A
9702,#N/A,#N/A,#N/A
9709,20,#N/A,1112
9717,464,536,#N/A
9724,1573,212,86
9732,2064,411,#N/A
9733,#N/A,1557,#N/A
9743,2159,#N/A,#N/A
9748,#N/A,2379,#N/A
9750,#N/A,#N/A,#N/A
9751,3688,#N/A,#N/A
9764,#N/A,#N/A,#N/A
9765,#N/A,#N/A,#N/A
9771,1773,920,#N/A
9773,1465,#N/A,#N/A
9776,#N/A,1062,#N/A
9796,#N/A,#N/A,#N/A
9799,#N/A,#N/A,1214
9802,1370,#N/A,#N/A
9805,896,#N/A,#N/A
9812,4748,#N/A,#N/A
9814,2666,2464,#N/A
9819,#N/A,#N/A,#N/A
9824,#N/A,#N/A,#N/A
9826,3664,1645,#N/A
9827,#N/A,#N/A,#N/A
9843,3806,3128,#N/A
9845,1836,2693,500
9846,#N/A,#N/A,856
9848,2890,2145,#N/A
9858,4308,#N/A,#N/A
9859,4309,#N/A,#N/A
9865,#N/A,#N/A,#N/A
9881,#N/A,#N/A,#N/A
9884,#N/A,3476,421
9890,#N/A,#N/A,#N/A
9896,3672,2656,#N/A
9899,3288,1452,250
9904,1966,#N/A,#N/A
9905,#N/A,2513,#N/A
9908,3000,#N/A,#N/A
9917,1284,#N/A,831
9932,#N/A,#N/A,#N/A
9940,#N/A,#N/A,#N/A
9944,#N/A,#N/A,#N/A
9946,3017,#N/A,#N/A
9947,1161,#N/A,#N/A
9967,#N/A,3384,#N/A
9968,#N/A,#N/A,#N/A
9970,#N/A,#N/A,#N/A
9975,#N/A,#N/A,#N/A
9976,#N/A,#N/A,#N/A
9979,#N/A,#N/A,#N/A
9981,#N/A,#N/A,#N/A
9995,#N/A,#N/A,#N/A
10000,3185,#N/A,#N/A
10008,2651,#N/A,#N/A
