Identifier,N_kw = 10
8391.0,#N/A
8396.0,#N/A
8398.0,2177
8403.0,3397
8408.0,2034
8413.0,2175
8420.0,#N/A
8439.0,#N/A
8453.0,#N/A
8455.0,#N/A
8458.0,#N/A
8465.0,#N/A
8467.0,2137
8471.0,#N/A
8477.0,#N/A
8478.0,1111
8480.0,#N/A
8481.0,469
8485.0,#N/A
8486.0,3207
8488.0,1659
8489.0,1133
8498.0,1031
8501.0,2381
8505.0,#N/A
8507.0,#N/A
8512.0,#N/A
8513.0,175
8516.0,2544
8524.0,364
8532.0,#N/A
8533.0,969
8541.0,#N/A
8543.0,2170
8544.0,#N/A
8546.0,1195
8555.0,#N/A
8556.0,#N/A
8559.0,3286
8564.0,#N/A
8570.0,2292
8573.0,#N/A
8577.0,#N/A
8580.0,1708
8590.0,#N/A
8599.0,507
8600.0,1239
8602.0,#N/A
8612.0,#N/A
8615.0,#N/A
8620.0,#N/A
8624.0,430
8632.0,#N/A
8659.0,339
8664.0,225
8679.0,#N/A
8680.0,#N/A
8689.0,1395
8691.0,1699
8692.0,#N/A
8694.0,#N/A
8696.0,#N/A
8699.0,666
8700.0,#N/A
8701.0,#N/A
8702.0,#N/A
8704.0,#N/A
8706.0,#N/A
8727.0,#N/A
8738.0,54
8744.0,#N/A
8745.0,#N/A
8749.0,#N/A
8751.0,1987
8755.0,#N/A
8758.0,#N/A
8762.0,229
8767.0,#N/A
8772.0,1418
8775.0,#N/A
8787.0,#N/A
8791.0,#N/A
8798.0,#N/A
8799.0,1807
8804.0,2025
8809.0,#N/A
8812.0,#N/A
8814.0,#N/A
8823.0,#N/A
8824.0,#N/A
8826.0,#N/A
8828.0,2568
8838.0,#N/A
8841.0,#N/A
8842.0,#N/A
8849.0,#N/A
8851.0,2884
8854.0,406
8874.0,#N/A
8875.0,#N/A
8890.0,2385
8892.0,#N/A
8894.0,#N/A
8895.0,#N/A
8896.0,2133
8901.0,#N/A
8913.0,1838
8921.0,613
8926.0,#N/A
8929.0,#N/A
8937.0,2103
8944.0,#N/A
8949.0,#N/A
8955.0,#N/A
8957.0,2075
8967.0,#N/A
8973.0,#N/A
8976.0,#N/A
8978.0,#N/A
8992.0,3372
9007.0,563
9010.0,432
9017.0,2536
9023.0,1250
9024.0,#N/A
9026.0,#N/A
9028.0,#N/A
9034.0,3092
9041.0,#N/A
9042.0,#N/A
9046.0,#N/A
9053.0,3053
9061.0,1295
9062.0,1255
9065.0,#N/A
9075.0,2969
9076.0,#N/A
9082.0,1859
9093.0,#N/A
9099.0,#N/A
9111.0,#N/A
9115.0,#N/A
9125.0,#N/A
9131.0,#N/A
9138.0,#N/A
9147.0,#N/A
9150.0,#N/A
9152.0,1720
9162.0,1120
9163.0,1002
9171.0,#N/A
9176.0,#N/A
9182.0,#N/A
9191.0,699
9203.0,2185
9204.0,#N/A
9205.0,135
9212.0,#N/A
9220.0,1777
9221.0,#N/A
9223.0,#N/A
9225.0,#N/A
9235.0,1775
9240.0,2973
9242.0,158
9249.0,#N/A
9250.0,#N/A
9251.0,#N/A
9260.0,#N/A
9262.0,#N/A
9264.0,1288
9277.0,#N/A
9278.0,#N/A
9292.0,575
9293.0,#N/A
9299.0,#N/A
9301.0,#N/A
9319.0,1666
9328.0,#N/A
9341.0,#N/A
9357.0,3001
9364.0,#N/A
9372.0,#N/A
9378.0,1815
9379.0,#N/A
9380.0,#N/A
9383.0,#N/A
9384.0,1734
9388.0,320
9390.0,3216
9396.0,513
9400.0,#N/A
9401.0,3003
9402.0,1019
9403.0,#N/A
9405.0,#N/A
9421.0,#N/A
9432.0,#N/A
9434.0,#N/A
9437.0,1364
9460.0,2074
9461.0,#N/A
9463.0,#N/A
9471.0,#N/A
9473.0,#N/A
9475.0,#N/A
9486.0,#N/A
9492.0,2021
9498.0,#N/A
9499.0,#N/A
9507.0,#N/A
9515.0,#N/A
9517.0,867
9524.0,#N/A
9531.0,1247
9535.0,3031
9538.0,2757
9542.0,2416
9546.0,#N/A
9548.0,#N/A
9553.0,#N/A
9563.0,#N/A
9572.0,#N/A
9577.0,#N/A
9580.0,#N/A
9592.0,1011
9594.0,#N/A
9597.0,2786
9605.0,1093
9609.0,#N/A
9610.0,#N/A
9621.0,774
9627.0,#N/A
9630.0,#N/A
9633.0,#N/A
9634.0,84
9648.0,2742
9650.0,#N/A
9651.0,1953
9657.0,#N/A
9659.0,#N/A
9667.0,#N/A
9668.0,971
9679.0,#N/A
9688.0,1579
9692.0,#N/A
9693.0,#N/A
9702.0,#N/A
9709.0,#N/A
9717.0,#N/A
9724.0,1047
9732.0,2644
9733.0,2274
9743.0,1402
9748.0,#N/A
9750.0,2488
9751.0,#N/A
9764.0,#N/A
9765.0,#N/A
9771.0,1850
9773.0,#N/A
9776.0,#N/A
9796.0,#N/A
9799.0,#N/A
9802.0,#N/A
9805.0,#N/A
9812.0,#N/A
9814.0,#N/A
9819.0,#N/A
9824.0,2465
9826.0,326
9827.0,#N/A
9843.0,#N/A
9845.0,2461
9846.0,#N/A
9848.0,#N/A
9858.0,#N/A
9859.0,#N/A
9865.0,#N/A
9881.0,#N/A
9884.0,993
9890.0,#N/A
9896.0,#N/A
9899.0,1359
9904.0,1456
9905.0,2314
9908.0,#N/A
9917.0,162
9932.0,#N/A
9940.0,3356
9944.0,#N/A
9946.0,2102
9947.0,2184
9967.0,637
9968.0,#N/A
9970.0,#N/A
9975.0,902
9976.0,#N/A
9979.0,#N/A
9981.0,#N/A
9995.0,2906
10000.0,#N/A
10008.0,#N/A
