Identifier,N_kw = 10
8362.0,#N/A
8376.0,#N/A
8380.0,#N/A
8384.0,#N/A
8391.0,2831
8396.0,#N/A
8398.0,3471
8403.0,726
8408.0,899
8413.0,#N/A
8420.0,2740
8439.0,#N/A
8453.0,#N/A
8455.0,#N/A
8458.0,#N/A
8465.0,#N/A
8467.0,#N/A
8471.0,744
8477.0,#N/A
8478.0,410
8480.0,3355
8481.0,#N/A
8485.0,#N/A
8486.0,#N/A
8488.0,#N/A
8489.0,2780
8498.0,1851
8501.0,#N/A
8505.0,221
8507.0,1912
8512.0,#N/A
8513.0,37
8516.0,1421
8524.0,3195
8532.0,1163
8533.0,#N/A
8541.0,1562
8543.0,2988
8544.0,#N/A
8546.0,#N/A
8555.0,667
8556.0,#N/A
8559.0,#N/A
8564.0,#N/A
8570.0,#N/A
8573.0,#N/A
8577.0,#N/A
8580.0,924
8590.0,#N/A
8599.0,537
8600.0,239
8602.0,1347
8612.0,#N/A
8615.0,#N/A
8620.0,#N/A
8624.0,1222
8632.0,#N/A
8659.0,#N/A
8664.0,#N/A
8679.0,#N/A
8680.0,#N/A
8689.0,#N/A
8691.0,#N/A
8692.0,#N/A
8694.0,#N/A
8696.0,#N/A
8699.0,776
8700.0,1925
8701.0,#N/A
8702.0,#N/A
8704.0,#N/A
8706.0,#N/A
8727.0,#N/A
8738.0,283
8744.0,#N/A
8745.0,1926
8749.0,3130
8751.0,#N/A
8755.0,#N/A
8758.0,3328
8762.0,48
8767.0,#N/A
8772.0,#N/A
8775.0,#N/A
8787.0,#N/A
8791.0,#N/A
8798.0,2192
8799.0,980
8804.0,#N/A
8809.0,3353
8812.0,#N/A
8814.0,#N/A
8823.0,#N/A
8824.0,2529
8826.0,#N/A
8828.0,#N/A
8838.0,#N/A
8841.0,387
8842.0,#N/A
8849.0,#N/A
8851.0,2734
8854.0,486
8874.0,#N/A
8875.0,#N/A
8890.0,831
8892.0,#N/A
8894.0,#N/A
8895.0,#N/A
8896.0,2047
8901.0,1875
8913.0,362
8921.0,#N/A
8926.0,#N/A
8929.0,1510
8937.0,2221
8944.0,#N/A
8949.0,#N/A
8955.0,#N/A
8957.0,2169
8967.0,#N/A
8973.0,#N/A
8976.0,#N/A
8978.0,#N/A
8992.0,#N/A
9007.0,779
9010.0,1471
9017.0,#N/A
9023.0,1706
9024.0,#N/A
9026.0,2552
9028.0,#N/A
9034.0,#N/A
9041.0,2407
9042.0,#N/A
9046.0,2439
9053.0,728
9061.0,#N/A
9062.0,363
9065.0,#N/A
9075.0,#N/A
9076.0,#N/A
9082.0,#N/A
9093.0,#N/A
9099.0,1331
9111.0,#N/A
9115.0,#N/A
9125.0,#N/A
9131.0,#N/A
9138.0,#N/A
9147.0,#N/A
9150.0,#N/A
9152.0,#N/A
9162.0,578
9163.0,2579
9171.0,#N/A
9176.0,#N/A
9182.0,#N/A
9191.0,#N/A
9203.0,#N/A
9204.0,#N/A
9205.0,409
9212.0,#N/A
9220.0,#N/A
9221.0,#N/A
9223.0,#N/A
9225.0,#N/A
9235.0,#N/A
9240.0,#N/A
9242.0,612
9249.0,#N/A
9250.0,#N/A
9251.0,#N/A
9260.0,#N/A
9262.0,#N/A
9264.0,1035
9277.0,#N/A
9278.0,2027
9292.0,#N/A
9293.0,#N/A
9299.0,#N/A
9301.0,#N/A
9319.0,#N/A
9328.0,#N/A
9341.0,#N/A
9357.0,3351
9364.0,#N/A
9372.0,#N/A
9378.0,365
9379.0,#N/A
9380.0,#N/A
9383.0,2670
9384.0,#N/A
9388.0,389
9390.0,2197
9396.0,168
9400.0,#N/A
9401.0,#N/A
9402.0,2932
9403.0,2844
9405.0,#N/A
9421.0,#N/A
9432.0,#N/A
9434.0,#N/A
9437.0,1249
9460.0,#N/A
9461.0,#N/A
9463.0,#N/A
9471.0,#N/A
9473.0,#N/A
9475.0,#N/A
9486.0,#N/A
9492.0,789
9498.0,#N/A
9499.0,#N/A
9507.0,#N/A
9515.0,#N/A
9517.0,2745
9524.0,2285
9531.0,257
9535.0,616
9538.0,#N/A
9542.0,2209
9546.0,#N/A
9548.0,#N/A
9553.0,2377
9563.0,#N/A
9572.0,#N/A
9577.0,#N/A
9580.0,#N/A
9592.0,#N/A
9594.0,#N/A
9597.0,1711
9605.0,#N/A
9609.0,#N/A
9610.0,2960
9621.0,872
9627.0,#N/A
9630.0,2327
9633.0,#N/A
9634.0,#N/A
9648.0,#N/A
9650.0,#N/A
9651.0,1262
9657.0,#N/A
9659.0,#N/A
9667.0,#N/A
9668.0,#N/A
9679.0,#N/A
9688.0,3308
9692.0,#N/A
9693.0,#N/A
9702.0,#N/A
9709.0,#N/A
9717.0,536
9724.0,212
9732.0,411
9733.0,1557
9743.0,#N/A
9748.0,2379
9750.0,#N/A
9751.0,#N/A
9764.0,#N/A
9765.0,#N/A
9771.0,920
9773.0,#N/A
9776.0,1062
9796.0,#N/A
9799.0,#N/A
9802.0,#N/A
9805.0,#N/A
9812.0,#N/A
9814.0,2464
9819.0,#N/A
9824.0,#N/A
9826.0,1645
9827.0,#N/A
9843.0,3128
9845.0,2693
9846.0,#N/A
9848.0,2145
9858.0,#N/A
9859.0,#N/A
9865.0,#N/A
9881.0,#N/A
9884.0,3476
9890.0,#N/A
9896.0,2656
9899.0,1452
9904.0,#N/A
9905.0,2513
9908.0,#N/A
9917.0,#N/A
9932.0,#N/A
9940.0,#N/A
9944.0,#N/A
9946.0,#N/A
9947.0,#N/A
9967.0,3384
9968.0,#N/A
9970.0,#N/A
9975.0,#N/A
9976.0,#N/A
9979.0,#N/A
9981.0,#N/A
9995.0,#N/A
10000.0,#N/A
10008.0,#N/A
