Identifier,N_kw = 5,N_kw = 10,N_kw = 15
9724,910,1047,388
9732,1229,2644,#N/A
9733,#N/A,2274,599
9743,#N/A,1402,#N/A
9748,#N/A,#N/A,#N/A
9750,#N/A,2488,#N/A
9751,2888,#N/A,#N/A
9764,#N/A,#N/A,#N/A
9765,#N/A,#N/A,#N/A
9771,3816,1850,#N/A
9773,#N/A,#N/A,#N/A
9776,3440,#N/A,#N/A
9796,#N/A,#N/A,#N/A
9799,#N/A,#N/A,#N/A
9802,#N/A,#N/A,#N/A
9805,#N/A,#N/A,#N/A
9812,#N/A,#N/A,#N/A
9814,1425,#N/A,#N/A
9819,4019,#N/A,#N/A
9824,1170,2465,#N/A
9826,1575,326,585
9827,#N/A,#N/A,#N/A
9843,4785,#N/A,#N/A
9845,4388,2461,536
9846,#N/A,#N/A,#N/A
9848,#N/A,#N/A,#N/A
9858,#N/A,#N/A,#N/A
9859,#N/A,#N/A,#N/A
9865,2615,#N/A,#N/A
9881,3328,#N/A,#N/A
9884,#N/A,993,#N/A
9890,#N/A,#N/A,#N/A
9896,1820,#N/A,#N/A
9899,3955,1359,#N/A
9904,2098,1456,#N/A
9905,#N/A,2314,#N/A
9908,3567,#N/A,#N/A
9917,2239,162,619
9932,#N/A,#N/A,#N/A
9940,3103,3356,#N/A
9944,#N/A,#N/A,#N/A
9946,4609,2102,#N/A
9947,4000,2184,1035
9967,2467,637,#N/A
9968,4072,#N/A,#N/A
9970,3509,#N/A,#N/A
9975,3718,902,#N/A
9976,#N/A,#N/A,#N/A
9979,#N/A,#N/A,308
9981,#N/A,#N/A,#N/A
9995,4525,2906,#N/A
10000,#N/A,#N/A,830
10008,3308,#N/A,#N/A
